visa_type,country,processing_center,processing_time_days
Business,Canada,Paris,14
Student,France,Sao Paulo,17
Family,Brazil,Paris,23
Work,UK,London,55
Student,China,New York,26
Tourist,France,Delhi,44
Business,USA,Delhi,56
Student,India,Beijing,31
Work,UK,Sao Paulo,21
Tourist,USA,New York,13
Work,Brazil,London,21
Work,USA,London,35
Tourist,China,Berlin,43
Work,Australia,Sydney,44
Tourist,Brazil,Toronto,38
Student,Brazil,Tokyo,40
Tourist,Canada,Beijing,11
Tourist,China,Sao Paulo,43
Business,France,London,36
Tourist,Canada,Berlin,22
Tourist,USA,Berlin,22
Student,China,New York,51
Business,Germany,Tokyo,29
Family,China,Paris,53
Student,Australia,Delhi,12
Student,USA,New York,26
Family,Japan,New York,25
Tourist,China,Paris,47
Work,India,London,28
Business,UK,Berlin,12
Work,Germany,Sao Paulo,45
Family,Brazil,Sydney,17
Student,Japan,New York,48
Student,Australia,Tokyo,38
Business,China,Tokyo,12
Student,USA,Berlin,42
Student,Japan,Beijing,31
Business,France,Delhi,57
Business,Germany,Paris,55
Family,USA,Tokyo,42
Student,USA,Paris,25
Student,France,New York,46
Family,Japan,Berlin,38
Tourist,Japan,Sao Paulo,25
Tourist,France,Delhi,13
Tourist,India,Toronto,47
Family,Canada,Paris,59
Student,Germany,Tokyo,59
Family,Brazil,Sao Paulo,37
Family,Australia,London,14
Tourist,India,Paris,10
Work,Brazil,London,53
Student,Australia,Paris,28
Tourist,China,Toronto,55
Work,UK,Berlin,38
Work,China,Sydney,15
Business,France,Toronto,24
Student,Australia,New York,57
Work,Japan,Tokyo,10
Tourist,Canada,Berlin,41
Business,Japan,Berlin,20
Student,China,Toronto,27
Family,China,London,27
Tourist,Australia,Tokyo,23
Work,Brazil,Sao Paulo,35
Work,Germany,Paris,18
Tourist,USA,Sydney,11
Work,China,New York,38
Business,France,Berlin,26
Student,Japan,Toronto,38
Business,Canada,Paris,58
Work,Australia,Sydney,34
Family,Brazil,Sao Paulo,39
Student,Germany,Tokyo,17
Student,Germany,Paris,43
Tourist,UK,Berlin,20
Tourist,USA,Delhi,41
Family,Brazil,Sao Paulo,42
Student,France,Tokyo,57
Family,Japan,Paris,37
Tourist,France,Delhi,48
Tourist,France,Delhi,31
Student,USA,London,58
Business,China,London,20
Work,Australia,New York,43
Tourist,France,Paris,12
Tourist,USA,Toronto,21
Business,France,Delhi,21
Business,India,Delhi,41
Family,Australia,New York,58
Family,France,Berlin,51
Work,France,Tokyo,14
Work,Germany,Tokyo,54
Student,Germany,Tokyo,19
Family,Brazil,Sao Paulo,49
Tourist,Japan,Sydney,17
Family,USA,Toronto,17
Tourist,India,Sao Paulo,34
Business,USA,Sao Paulo,23
Family,UK,Paris,49
Business,Japan,Sydney,30
Work,Brazil,Paris,15
Work,Germany,Delhi,47
Student,Canada,Beijing,50
Family,Canada,Sao Paulo,40
Business,Australia,Toronto,31
Tourist,USA,Beijing,44
Work,India,Sydney,28
Work,India,Berlin,49
Tourist,UK,Paris,48
Business,India,Paris,22
Business,Japan,Toronto,31
Family,Brazil,Paris,52
Family,Canada,London,56
Student,Japan,London,28
Work,Canada,Delhi,30
Family,India,Sao Paulo,12
Business,Germany,Delhi,19
Tourist,Germany,Delhi,54
Business,China,Sao Paulo,14
Work,UK,London,34
Business,India,Paris,55
Student,Germany,Tokyo,46
Work,Canada,London,15
Tourist,Brazil,Paris,38
Student,India,Sao Paulo,21
Work,India,Delhi,10
Tourist,UK,London,17
Student,UK,Delhi,11
Student,USA,Sao Paulo,17
Work,France,Tokyo,52
Family,France,London,13
Student,Australia,Sao Paulo,58
Student,Canada,Sao Paulo,22
Tourist,Australia,Toronto,38
Business,India,Sao Paulo,50
Work,USA,Sao Paulo,50
Work,Germany,Berlin,45
Family,India,Tokyo,24
Family,France,Berlin,17
Work,UK,Delhi,16
Family,China,Berlin,33
Tourist,Germany,Berlin,26
Work,Brazil,New York,40
Family,Germany,Berlin,37
Work,USA,New York,29
Business,Canada,Delhi,26
Student,France,Tokyo,54
Work,Japan,Sao Paulo,21
Student,Canada,Sao Paulo,21
Family,USA,Toronto,11
Student,China,Berlin,59
Work,Canada,Sao Paulo,53
Business,Australia,Sydney,36
Family,Australia,Paris,27
Work,India,Sao Paulo,17
Family,Australia,London,37
Tourist,Brazil,Beijing,44
Student,India,New York,34
Tourist,Canada,Toronto,23
Work,Germany,Sao Paulo,44
Business,France,Delhi,45
Family,Canada,Toronto,43
Student,USA,Paris,55
Family,UK,Sydney,27
Work,Germany,Sao Paulo,50
Family,Brazil,Tokyo,11
Student,China,Sydney,31
Work,India,Tokyo,46
Family,UK,Sydney,12
Business,Brazil,London,56
Work,USA,London,47
Work,Japan,Delhi,57
Business,India,Sao Paulo,12
Tourist,Japan,Paris,18
Student,Brazil,Berlin,30
Tourist,Canada,Toronto,48
Family,Australia,Beijing,31
Business,Australia,London,37
Tourist,Australia,London,20
Work,Japan,Tokyo,22
Family,Japan,Delhi,48
Family,Brazil,Beijing,26
Tourist,Germany,Tokyo,37
Tourist,UK,Tokyo,41
Business,Germany,Sao Paulo,13
Student,Canada,Tokyo,30
Tourist,Japan,London,52
Tourist,France,Toronto,59
Work,Brazil,Beijing,29
Family,Australia,Sao Paulo,26
Student,Canada,Beijing,39
Work,Brazil,Beijing,50
Business,USA,Sydney,18
Business,UK,Paris,60
Tourist,UK,London,30
Tourist,China,New York,15
Business,UK,Paris,41
Tourist,Germany,Tokyo,43
Student,Australia,Berlin,10
Tourist,France,Beijing,42
Family,USA,Berlin,40
Tourist,USA,New York,29
Work,India,London,17
Student,Canada,Sao Paulo,55
Work,Germany,New York,47
Work,Japan,Paris,55
Family,Canada,New York,40
Student,India,Sao Paulo,19
Student,UK,Berlin,47
Student,France,New York,39
Student,UK,New York,35
Student,Germany,Sao Paulo,20
Family,Brazil,London,31
Tourist,UK,London,23
Work,USA,Sydney,30
Student,Brazil,Sao Paulo,34
Tourist,Australia,Beijing,32
Tourist,USA,Tokyo,43
Work,Brazil,Sao Paulo,27
Family,Canada,Toronto,28
Business,Canada,Paris,19
Business,Canada,Sao Paulo,34
Tourist,Australia,London,32
Work,UK,Tokyo,25
Business,Brazil,Beijing,42
Tourist,Canada,London,60
Family,France,Tokyo,40
Business,China,Beijing,48
Tourist,Canada,Sydney,24
Tourist,India,Berlin,22
Student,India,Delhi,39
Family,France,Delhi,37
Student,USA,New York,15
Work,Brazil,Sao Paulo,36
Student,Brazil,New York,50
Student,Germany,Beijing,22
Business,Germany,Delhi,25
Tourist,Japan,Sao Paulo,15
Family,India,Berlin,60
Student,USA,Sydney,56
Family,India,Sydney,49
Student,India,Tokyo,52
Work,China,Beijing,18
Student,France,Paris,11
Business,Brazil,New York,11
Tourist,France,Paris,46
Work,Japan,Sao Paulo,47
Student,USA,Sydney,32
Family,Germany,Paris,16
Work,China,London,14
Work,UK,Beijing,20
Student,China,Sydney,34
Work,China,Delhi,12
Family,UK,Delhi,43
Work,Japan,Paris,42
Family,France,Sydney,30
Student,Brazil,Beijing,60
Tourist,USA,Toronto,43
Work,UK,Berlin,43
Tourist,Brazil,Paris,28
Family,Germany,Sao Paulo,38
Work,Canada,Berlin,36
Business,India,Berlin,29
Tourist,India,Berlin,51
Work,France,Beijing,44
Tourist,Australia,Toronto,51
Work,China,Sao Paulo,40
Student,UK,Berlin,21
Tourist,Japan,London,45
Business,Japan,Toronto,52
Business,China,Berlin,53
Family,France,New York,59
Work,China,Berlin,22
Tourist,France,Sydney,50
Family,Germany,Paris,42
Tourist,Australia,Berlin,23
Work,Germany,Beijing,26
Business,Australia,Toronto,49
Student,Australia,Sao Paulo,25
Business,Germany,Sao Paulo,20
Family,China,Sydney,46
Student,Canada,New York,21
Family,Japan,Sao Paulo,56
Work,USA,Sydney,21
Student,Japan,Sao Paulo,20
Family,Canada,Tokyo,33
Work,Brazil,Paris,40
Business,India,Toronto,40
Work,Germany,Toronto,35
Tourist,Canada,Sao Paulo,45
Work,UK,Sao Paulo,54
Work,UK,New York,32
Tourist,India,Sao Paulo,25
Family,Germany,London,17
Family,USA,Tokyo,35
Work,France,Berlin,40
Tourist,China,Paris,29
Tourist,China,Tokyo,41
Business,Canada,London,32
Family,Japan,Toronto,41
Student,Germany,Beijing,38
Family,UK,Beijing,21
Family,China,Toronto,46
Business,Japan,Toronto,26
Student,India,Beijing,39
Business,France,Sydney,12
Student,France,Berlin,10
Work,Germany,Paris,25
Student,Australia,London,12
Business,Germany,Beijing,58
Family,Brazil,Delhi,13
Student,China,Delhi,44
Student,China,Toronto,10
Tourist,Canada,Delhi,15
Family,China,Tokyo,52
Work,China,London,49
Business,Japan,Sao Paulo,39
Work,Australia,Tokyo,15
Family,UK,Toronto,46
Student,UK,New York,46
Student,Brazil,Tokyo,59
Family,France,Berlin,34
Student,UK,Sydney,51
Student,China,Delhi,55
Student,Australia,London,32
Business,Japan,Toronto,56
Business,Australia,Toronto,24
Tourist,UK,Toronto,36
Work,Australia,London,14
Family,China,Beijing,11
Family,Canada,Sydney,47
Family,Canada,London,40
Tourist,UK,Paris,51
Business,Canada,London,49
Tourist,Canada,Beijing,59
Family,Germany,Sydney,39
Work,Japan,Berlin,54
Student,Canada,London,48
Business,Japan,Tokyo,28
Business,Canada,Toronto,13
Tourist,China,Toronto,36
Business,Australia,Tokyo,18
Family,France,London,38
Family,China,New York,16
Tourist,Canada,London,51
Family,Brazil,Toronto,14
Work,India,Berlin,40
Tourist,Brazil,Berlin,48
Work,India,London,43
Student,France,Sao Paulo,50
Work,Germany,Tokyo,29
Student,Canada,Paris,38
Student,Japan,Toronto,21
Work,India,New York,37
Tourist,UK,Sao Paulo,49
Family,Australia,Sao Paulo,47
Family,India,Beijing,37
Student,Australia,Paris,20
Student,USA,Paris,18
Tourist,Brazil,Delhi,40
Business,Canada,Delhi,33
Work,Brazil,Beijing,47
Student,USA,Sydney,22
Family,India,London,31
Tourist,China,Delhi,33
Work,USA,Beijing,29
Tourist,Japan,Sydney,51
Work,UK,Toronto,21
Work,Japan,Delhi,46
Student,China,Beijing,38
Tourist,Brazil,Sydney,46
Tourist,Germany,Sao Paulo,45
Family,Germany,Sydney,49
Family,Australia,Sydney,20
Student,France,Tokyo,23
Student,Australia,Paris,39
Business,Japan,Berlin,32
Family,Canada,Sao Paulo,25
Work,UK,Beijing,40
Tourist,Canada,London,30
Student,China,London,30
Tourist,UK,London,30
Tourist,India,Sao Paulo,48
Business,France,Toronto,33
Family,China,Sydney,26
Student,UK,Beijing,36
Tourist,China,Sao Paulo,26
Student,India,Delhi,59
Work,Australia,Berlin,47
Business,UK,Berlin,18
Work,France,Sao Paulo,41
Student,Brazil,Delhi,57
Student,Canada,London,49
Family,Japan,Sao Paulo,60
Tourist,Japan,Sydney,15
Tourist,USA,Beijing,57
Work,Canada,Toronto,27
Business,Germany,Tokyo,31
Tourist,Germany,Sao Paulo,54
Family,Brazil,Tokyo,46
Work,UK,Sydney,38
Work,Germany,Delhi,33
Family,Germany,Sydney,40
Business,China,New York,51
Family,Germany,Berlin,11
Business,France,New York,17
Family,UK,New York,59
Family,USA,Paris,55
Student,Japan,Paris,15
Work,Germany,Toronto,38
Family,India,Sydney,45
Family,Brazil,Berlin,32
Tourist,Brazil,Tokyo,49
Work,Japan,Berlin,42
Tourist,Canada,Tokyo,25
Work,USA,Toronto,45
Tourist,Germany,Delhi,37
Family,Japan,Beijing,33
Family,UK,Berlin,52
Student,China,New York,58
Tourist,Japan,Tokyo,13
Business,USA,New York,57
Student,China,Delhi,22
Tourist,Canada,Toronto,53
Tourist,China,New York,37
Student,Germany,Sydney,39
Family,Australia,New York,31
Tourist,Japan,Sydney,40
Family,China,Sydney,16
Student,Japan,Sao Paulo,22
Family,India,New York,48
Work,Australia,New York,38
Business,Germany,Sydney,47
Tourist,Japan,Tokyo,37
Business,India,Beijing,26
Family,India,Sao Paulo,33
Tourist,USA,Beijing,23
Family,Australia,New York,16
Work,UK,Beijing,59
Student,Australia,Sao Paulo,10
Tourist,USA,Berlin,58
Work,Brazil,Beijing,14
Work,Australia,Sydney,20
Tourist,Germany,Toronto,56
Family,Australia,Berlin,30
Work,USA,London,37
Business,Canada,London,22
Work,Brazil,Toronto,45
Family,Australia,Beijing,43
Family,France,Toronto,40
Business,Japan,Delhi,30
Work,Canada,Beijing,16
Family,Germany,Sydney,56
Tourist,China,Berlin,39
Student,Brazil,Paris,51
Student,Canada,Toronto,40
Student,India,New York,35
Work,UK,New York,32
Business,USA,London,54
Family,Australia,Beijing,40
Tourist,Japan,Sydney,42
Tourist,Brazil,Toronto,33
Work,UK,Toronto,19
Student,USA,Tokyo,13
Work,USA,Tokyo,44
Business,Australia,London,44
Business,Brazil,Tokyo,19
Family,Australia,Delhi,56
Family,Canada,Beijing,22
Business,Japan,Paris,56
Business,Germany,Tokyo,36
Business,Germany,Toronto,55
Work,India,New York,28
Business,Brazil,Paris,43
Tourist,Brazil,Paris,48
Student,USA,Tokyo,53
Business,UK,Sydney,37
Student,Canada,Tokyo,41
Work,China,Sao Paulo,37
Student,France,Sao Paulo,29
Work,China,Paris,31
Tourist,Australia,Toronto,35
Work,Japan,Beijing,33
Work,USA,Berlin,11
Family,France,Sydney,12
Business,Canada,Beijing,25
Business,Brazil,New York,49
Tourist,Australia,Sao Paulo,36
Tourist,UK,Tokyo,25
Business,France,Beijing,18
Family,USA,London,41
Business,India,Sao Paulo,28
Family,India,Sydney,27
Tourist,France,New York,30
Student,USA,Paris,12
Tourist,Canada,Tokyo,33
Tourist,USA,Beijing,37
Work,China,Sao Paulo,30
Work,Japan,Berlin,13
Work,USA,Delhi,56
Work,China,New York,10
Family,Brazil,Beijing,36
Business,Canada,Toronto,27
Student,Brazil,Sao Paulo,46
Tourist,Brazil,Paris,29
Family,Canada,New York,39
Student,Canada,New York,57
Family,Brazil,Sao Paulo,43
Family,Brazil,Toronto,14
Tourist,USA,New York,26
Business,France,London,29
Work,Canada,Sao Paulo,47
Business,Australia,Tokyo,26
Tourist,France,Tokyo,21
Tourist,France,Sydney,40
Tourist,Brazil,Tokyo,29
Student,Germany,Paris,20
Business,France,London,40
Business,Brazil,Paris,33
Family,Germany,Berlin,59
Family,Brazil,Tokyo,35
Family,Australia,Berlin,49
Tourist,Canada,Toronto,24
Business,Canada,Toronto,20
Tourist,France,Beijing,37
Student,India,New York,50
Family,USA,Toronto,44
Tourist,India,Sao Paulo,52
Tourist,Brazil,Beijing,50
Student,Germany,Delhi,47
Work,Japan,New York,21
Business,Germany,New York,42
Work,Japan,Tokyo,25
Family,China,New York,22
Tourist,Germany,Sao Paulo,60
Student,Brazil,Berlin,30
Student,Brazil,London,57
Business,Germany,New York,27
Work,Brazil,Paris,23
Business,Brazil,New York,28
Tourist,USA,Tokyo,17
Business,USA,London,39
Student,France,Tokyo,21
Student,USA,London,20
Family,India,Tokyo,14
Family,India,Sydney,57
Tourist,India,New York,37
Work,Australia,Delhi,60
Business,Canada,London,47
Tourist,Germany,Berlin,18
Family,UK,Sao Paulo,43
Business,Canada,London,14
Family,USA,London,20
Business,Japan,Berlin,33
Work,Japan,Berlin,31
Tourist,China,Beijing,25
Business,USA,Delhi,49
Student,Brazil,Sao Paulo,11
Student,France,Paris,30
Business,China,Paris,10
Business,Canada,Sydney,35
Business,China,Delhi,18
Student,USA,Sao Paulo,49
Student,Australia,London,58
Business,India,Sydney,54
Family,France,Sao Paulo,54
Family,India,Sydney,59
Work,Canada,Delhi,29
Tourist,Japan,Berlin,16
Family,India,New York,40
Student,Brazil,Paris,48
Family,Germany,Sydney,18
Work,Germany,Delhi,22
Work,Canada,New York,14
Tourist,China,Sydney,36
Family,Japan,New York,28
Student,Canada,Beijing,51
Student,India,Tokyo,51
Business,Japan,London,24
Student,Canada,Toronto,28
Tourist,Japan,London,38
Tourist,France,Paris,37
Student,Brazil,Sao Paulo,23
Student,Germany,Toronto,59
Business,Australia,Sao Paulo,59
Student,Japan,Sydney,23
Business,China,Sydney,24
Business,Canada,Beijing,28
Student,India,Sao Paulo,25
Work,Germany,Beijing,44
Work,Australia,Sao Paulo,45
Business,Germany,Delhi,42
Student,India,Sydney,48
Work,Germany,Beijing,46
Student,Germany,Sydney,58
Student,France,Paris,29
Student,USA,Tokyo,33
Family,India,Tokyo,48
Student,India,Delhi,34
Family,France,Toronto,43
Business,Germany,Berlin,19
Work,Japan,Delhi,33
Work,USA,Sydney,26
Work,China,Delhi,51
Work,France,Sydney,51
Work,Australia,Berlin,50
Work,USA,Toronto,56
Work,Brazil,New York,23
Business,USA,New York,25
Student,Germany,Sydney,35
Tourist,Japan,Sydney,50
Family,France,Delhi,40
Tourist,USA,Sao Paulo,10
Tourist,UK,Tokyo,16
Student,France,Berlin,40
Student,China,Paris,36
Student,Australia,Sao Paulo,13
Work,USA,New York,34
Business,India,Sydney,50
Work,Australia,Tokyo,39
Business,France,Delhi,11
Business,Canada,Toronto,56
Tourist,India,Paris,27
Tourist,Brazil,Beijing,48
Business,USA,Delhi,53
Business,UK,Berlin,33
Work,USA,Delhi,38
Work,Japan,Berlin,50
Tourist,Brazil,Sao Paulo,25
Student,USA,Berlin,40
Business,UK,Berlin,37
Work,Japan,Toronto,53
Tourist,UK,Beijing,52
Work,France,Beijing,44
Business,France,Delhi,59
Business,UK,New York,25
Family,Brazil,Berlin,32
Student,Brazil,Paris,23
Family,UK,Paris,60
Tourist,France,Tokyo,42
Work,UK,Berlin,51
Tourist,China,Delhi,19
Business,Canada,Paris,20
Family,Germany,Berlin,14
Family,India,New York,30
Family,France,Sydney,37
Tourist,UK,London,13
Business,Germany,Toronto,17
Work,Brazil,Sydney,49
Work,UK,Sydney,39
Tourist,Japan,Paris,42
Family,Brazil,Paris,54
Student,Canada,Tokyo,49
Tourist,UK,Delhi,52
Tourist,UK,Beijing,41
Business,China,Sao Paulo,44
Work,Canada,Delhi,42
Tourist,Canada,Sydney,46
Tourist,France,London,27
Family,Brazil,Toronto,51
Family,Australia,Sao Paulo,46
Student,Canada,Tokyo,27
Business,USA,London,38
Student,Canada,New York,18
Family,Germany,Paris,12
Work,UK,Berlin,41
Family,Germany,Delhi,21
Business,India,Tokyo,55
Family,Australia,Sao Paulo,40
Business,India,Sao Paulo,42
Business,Germany,Beijing,10
Business,Australia,Sydney,41
Business,Brazil,Berlin,42
Business,India,Paris,56
Work,Japan,Beijing,33
Student,Canada,Tokyo,10
Tourist,Germany,Sao Paulo,44
Student,India,Delhi,39
Business,France,Paris,31
Work,France,Tokyo,21
Family,Japan,Beijing,43
Work,USA,Toronto,19
Business,Australia,New York,36
Work,Brazil,Toronto,13
Work,Canada,London,47
Business,Australia,Tokyo,49
Work,Canada,Toronto,23
Tourist,India,Toronto,39
Tourist,USA,Berlin,54
Work,UK,Tokyo,13
Family,Germany,Toronto,56
Business,Brazil,Sao Paulo,10
Tourist,Japan,Tokyo,54
Family,USA,Berlin,39
Work,Brazil,Sydney,38
Family,India,Sao Paulo,59
Student,India,Sydney,13
Tourist,China,Beijing,23
Work,Japan,Sao Paulo,55
Business,China,Tokyo,14
Work,UK,Tokyo,43
Business,Brazil,London,23
Work,France,Beijing,25
Family,Japan,Delhi,57
Family,Canada,Tokyo,16
Family,USA,Sydney,18
Student,China,London,18
Business,Brazil,New York,48
Family,France,Paris,31
Student,USA,Sydney,53
Business,Japan,London,12
Work,Canada,London,25
Student,Germany,Paris,18
Tourist,Canada,Delhi,23
Student,UK,London,52
Student,USA,Toronto,44
Business,UK,Toronto,42
Work,USA,Paris,35
Tourist,USA,Sydney,15
Family,USA,London,28
Family,USA,Beijing,27
Student,France,Beijing,14
Business,Canada,Sydney,30
Business,Japan,Tokyo,44
Family,Canada,Paris,49
Tourist,India,Berlin,50
Work,France,Tokyo,27
Tourist,UK,Tokyo,29
Work,Brazil,Sydney,44
Family,Brazil,Tokyo,48
Work,USA,Paris,60
Business,Australia,Sao Paulo,49
Student,China,London,12
Student,China,Sydney,16
Family,Japan,Beijing,18
Business,Brazil,London,34
Tourist,France,Sao Paulo,29
Business,UK,Toronto,18
Student,Japan,Paris,18
Student,India,Berlin,24
Business,Germany,Sao Paulo,39
Business,Germany,Berlin,25
Student,USA,Sao Paulo,45
Tourist,Germany,New York,32
Family,Germany,Berlin,27
Family,Japan,Delhi,28
Business,Australia,Sydney,39
Family,Brazil,Sao Paulo,24
Student,Brazil,Berlin,59
Student,Japan,Sao Paulo,51
Business,UK,New York,40
